metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
logicinsight.pe.container_stats_avg_io_latency_usecs,gauge,15,,,Average I/O latency measured within the container,-1,logicinsight_nutanix,container stats avg io latency usecs,,
logicinsight.pe.container_stats_avg_read_io_latency_usecs,gauge,15,,,Average read I/O latency within the container,-1,logicinsight_nutanix,container stats avg read io latency usecs,,
logicinsight.pe.container_stats_avg_write_io_latency_usecs,gauge,15,,,Average write I/O latency within the container,-1,logicinsight_nutanix,container stats avg write io latency usecs,,
logicinsight.pe.container_stats_controller_avg_io_latency_usecs,gauge,15,,,Average I/O latency measured by the container's controller,-1,logicinsight_nutanix,container stats controller avg io latency usecs,,
logicinsight.pe.container_stats_controller_avg_read_io_latency_usecs,gauge,15,,,Average read latency from the containers controller,-1,logicinsight_nutanix,container stats controller avg read io latency usecs,,
logicinsight.pe.container_stats_controller_avg_read_io_size_kbytes,gauge,15,,,Average read I/O size from the controller,1,logicinsight_nutanix,container stats controller avg read io size kbytes,,
logicinsight.pe.container_stats_controller_avg_write_io_latency_usecs,gauge,15,,,Average write latency from the containers controller,-1,logicinsight_nutanix,container stats controller avg write io latency usecs,,
logicinsight.pe.container_stats_controller_avg_write_io_size_kbytes,gauge,15,,,Average write I/O size from the controller,1,logicinsight_nutanix,container stats controller avg write io size kbytes,,
logicinsight.pe.container_stats_controller_io_bandwidth_kBps,gauge,15,,,Total I/O bandwidth handled by the containers controller,1,logicinsight_nutanix,container stats controller io bandwidth kBps,,
logicinsight.pe.container_stats_controller_num_io,gauge,15,,,Total number of I/O operations handled by the controller.,1,logicinsight_nutanix,container stats controller num io,,
logicinsight.pe.container_stats_controller_num_iops,gauge,15,,,Total IOPS from the controller.,1,logicinsight_nutanix,container stats controller num iops,,
logicinsight.pe.container_stats_controller_num_random_io,gauge,15,,,Number of random I/O operations handled by the controller.,1,logicinsight_nutanix,container stats controller num random io,,
logicinsight.pe.container_stats_controller_num_read_io,gauge,15,,,Total read I/O operations handled by the controller.,1,logicinsight_nutanix,container stats controller num read io,,
logicinsight.pe.container_stats_controller_num_read_iops,gauge,15,,,Read IOPS handled by the controller.,1,logicinsight_nutanix,container stats controller num read iops,,
logicinsight.pe.container_stats_controller_num_seq_io,gauge,15,,,Total sequential I/O operations handled by the controller.,1,logicinsight_nutanix,container stats controller num seq io,,
logicinsight.pe.container_stats_controller_num_write_io,gauge,15,,,Total write I/O operations handled by the controller.,1,logicinsight_nutanix,container stats controller num write io,,
logicinsight.pe.container_stats_controller_num_write_iops,gauge,15,,,Write IOPS handled by the controller.,0,logicinsight_nutanix,container stats controller num write iops,,
logicinsight.pe.container_stats_controller_random_io_ppm,gauge,15,,,Percentage of random I/O operations measured in ppm.,0,logicinsight_nutanix,container stats controller random io ppm,,
logicinsight.pe.container_stats_controller_read_io_bandwidth_kBps,gauge,15,,,Read bandwidth measured at the controller level,1,logicinsight_nutanix,container stats controller read io bandwidth kBps,,
logicinsight.pe.container_stats_controller_read_io_ppm,gauge,15,,,Percentage of read operations measured in ppm.,0,logicinsight_nutanix,container stats controller read io ppm,,
logicinsight.pe.container_stats_controller_seq_io_ppm,gauge,15,,,Percentage of sequential operations measured in ppm.,0,logicinsight_nutanix,container stats controller seq io ppm,,
logicinsight.pe.container_stats_controller_timespan_usecs,gauge,15,,,Time window over which container controller metrics were collected,1,logicinsight_nutanix,container stats controller timespan usecs,,
logicinsight.pe.container_stats_controller_total_io_size_kbytes,gauge,15,,,Total I/O size processed by the controller,1,logicinsight_nutanix,container stats controller total io size kbytes,,
logicinsight.pe.container_stats_controller_total_io_time_usecs,gauge,15,,,Total time spent processing I/O at the controller level,1,logicinsight_nutanix,container stats controller total io time usecs,,
logicinsight.pe.container_stats_controller_total_read_io_size_kbytes,gauge,15,,,Total size of read I/O operations from the controller,1,logicinsight_nutanix,container stats controller total read io size kbytes,,
logicinsight.pe.container_stats_controller_total_read_io_time_usecs,gauge,15,,,Total time spent on read operations at the controller level,1,logicinsight_nutanix,container stats controller total read io time usecs,,
logicinsight.pe.container_stats_controller_total_transformed_usage_bytes,gauge,15,,,Total space used for transformed (compressed/deduplicated) data in the controller.,0,logicinsight_nutanix,container stats controller total transformed usage bytes,,
logicinsight.pe.container_stats_controller_write_io_bandwidth_kBps,gauge,15,,,Write I/O bandwidth measured by the controller,1,logicinsight_nutanix,container stats controller write io bandwidth kBps,,
logicinsight.pe.container_stats_controller_write_io_ppm,gauge,15,,,Percentage of write operations handled by the controller,1,logicinsight_nutanix,container stats controller write io ppm,,
logicinsight.pe.container_stats_hypervisor_avg_io_latency_usecs,gauge,15,,,Average I/O latency at the container's hypervisor level,-1,logicinsight_nutanix,container stats hypervisor avg io latency usecs,,
logicinsight.pe.container_stats_hypervisor_avg_read_io_latency_usecs,gauge,15,,,Average read I/O latency at the hypervisor level,-1,logicinsight_nutanix,container stats hypervisor avg read io latency usecs,,
logicinsight.pe.container_stats_hypervisor_avg_write_io_latency_usecs,gauge,15,,,Average write I/O latency at the hypervisor level,-1,logicinsight_nutanix,container stats hypervisor avg write io latency usecs,,
logicinsight.pe.container_stats_hypervisor_io_bandwidth_kBps,gauge,15,,,Total I/O bandwidth measured by the hypervisor,1,logicinsight_nutanix,container stats hypervisor io bandwidth kBps,,
logicinsight.pe.container_stats_hypervisor_num_io,gauge,15,,,Total number of I/O operations handled by the hypervisor.,0,logicinsight_nutanix,container stats hypervisor num io,,
logicinsight.pe.container_stats_hypervisor_num_iops,gauge,15,,,Total IOPS from the hypervisor.,0,logicinsight_nutanix,container stats hypervisor num iops,,
logicinsight.pe.container_stats_hypervisor_num_read_io,gauge,15,,,Total number of read I/O operations from the hypervisor.,1,logicinsight_nutanix,container stats hypervisor num read io,,
logicinsight.pe.container_stats_hypervisor_num_read_iops,gauge,15,,,Read IOPS measured at the hypervisor level.,0,logicinsight_nutanix,container stats hypervisor num read iops,,
logicinsight.pe.container_stats_hypervisor_num_write_io,gauge,15,,,Total number of write I/O operations from the hypervisor.,0,logicinsight_nutanix,container stats hypervisor num write io,,
logicinsight.pe.container_stats_hypervisor_num_write_iops,gauge,15,,,Write IOPS measured at the hypervisor level.,0,logicinsight_nutanix,container stats hypervisor num write iops,,
logicinsight.pe.container_stats_hypervisor_read_io_bandwidth_kBps,gauge,15,,,Read I/O bandwidth at the hypervisor level,1,logicinsight_nutanix,container stats hypervisor read io bandwidth kBps,,
logicinsight.pe.container_stats_hypervisor_timespan_usecs,gauge,15,,,Time window over which hypervisor metrics for the container were collected,1,logicinsight_nutanix,container stats hypervisor timespan usecs,,
logicinsight.pe.container_stats_hypervisor_total_io_size_kbytes,gauge,15,,,Total amount of I/O data processed by the hypervisor for a container,1,logicinsight_nutanix,container stats hypervisor total io size kbytes,,
logicinsight.pe.container_stats_hypervisor_total_io_time_usecs,gauge,15,,,Total time taken by the hypervisor to process all I/O operations for a container,1,logicinsight_nutanix,container stats hypervisor total io time usecs,,
logicinsight.pe.container_stats_hypervisor_total_read_io_size_kbytes,gauge,15,,,Total read I/O size handled by the hypervisor in kibibytes for a container,0,logicinsight_nutanix,container stats hypervisor total read io size kbytes,,
logicinsight.pe.container_stats_hypervisor_total_read_io_time_usecs,gauge,15,,,Total time spent reading I/O at the hypervisor level,0,logicinsight_nutanix,container stats hypervisor total read io time usecs,,
logicinsight.pe.container_stats_hypervisor_write_io_bandwidth_kBps,gauge,15,,,Write bandwidth from the hypervisor layer,1,logicinsight_nutanix,container stats hypervisor write io bandwidth kBps,,
logicinsight.pe.container_stats_io_bandwidth_kBps,gauge,15,,,Total I/O bandwidth observed in the container,1,logicinsight_nutanix,container stats io bandwidth kBps,,
logicinsight.pe.container_stats_num_io,gauge,15,,,Total number of I/O operations performed at the container level,0,logicinsight_nutanix,container stats num io,,
logicinsight.pe.container_stats_num_iops,gauge,15,,,Number of I/O operations per second (IOPS) for the container,0,logicinsight_nutanix,container stats num iops,,
logicinsight.pe.container_stats_num_random_io,gauge,15,,,Number of random I/O operations performed in the container,0,logicinsight_nutanix,container stats num random io,,
logicinsight.pe.container_stats_num_read_io,gauge,15,,,Number of read operations at the container level,0,logicinsight_nutanix,container stats num read io,,
logicinsight.pe.container_stats_num_read_iops,gauge,15,,,Number of read IOPS (input/output operations per second) at the container level,0,logicinsight_nutanix,container stats num read iops,,
logicinsight.pe.container_stats_num_seq_io,gauge,15,,,Number of sequential I/O operations at the container level,0,logicinsight_nutanix,container stats num seq io,,
logicinsight.pe.container_stats_num_write_io,gauge,15,,,Number of write operations at the container level,0,logicinsight_nutanix,container stats num write io,,
logicinsight.pe.container_stats_num_write_iops,gauge,15,,,Number of write IOPS at the container level,0,logicinsight_nutanix,container stats num write iops,,
logicinsight.pe.container_stats_random_io_ppm,gauge,15,,,Random I/O operations as parts per million of total I/O activity,0,logicinsight_nutanix,container stats random io ppm,,
logicinsight.pe.container_stats_read_io_bandwidth_kBps,gauge,15,,,Read I/O bandwidth from the container,0,logicinsight_nutanix,container stats read io bandwidth kBps,,
logicinsight.pe.container_stats_read_io_ppm,gauge,15,,,Read I/O as a percentage of total I/O,0,logicinsight_nutanix,container stats read io ppm,,
logicinsight.pe.container_stats_seq_io_ppm,gauge,15,,,Sequential I/O as a percentage of total I/O,0,logicinsight_nutanix,container stats seq io ppm,,
logicinsight.pe.container_stats_timespan_usecs,gauge,15,,,Duration over which the container I/O statistics were measured,0,logicinsight_nutanix,container stats timespan usecs,,
logicinsight.pe.container_stats_total_io_size_kbytes,gauge,15,,,Total size of I/O operations at the container level,1,logicinsight_nutanix,container stats total io size kbytes,,
logicinsight.pe.container_stats_total_io_time_usecs,gauge,15,,,Total time of all I/O operations at the container level,1,logicinsight_nutanix,container stats total io time usecs,,
logicinsight.pe.container_stats_total_read_io_size_kbytes,gauge,15,,,Total size of read I/O operations for the container,0,logicinsight_nutanix,container stats total read io size kbytes,,
logicinsight.pe.container_stats_total_read_io_time_usecs,gauge,15,,,Total time spent performing read I/O for the container,0,logicinsight_nutanix,container stats total read io time usecs,,
logicinsight.pe.container_stats_total_transformed_usage_bytes,gauge,15,,,Size of transformed storage in the container,0,logicinsight_nutanix,container stats total transformed usage bytes,,
logicinsight.pe.container_stats_total_untransformed_usage_bytes,gauge,15,,,Size of untransformed (raw) storage in the container,0,logicinsight_nutanix,container stats total untransformed usage bytes,,
logicinsight.pe.container_stats_write_io_bandwidth_kBps,gauge,15,,,Write bandwidth for the container,1,logicinsight_nutanix,container stats write io bandwidth kBps,,
logicinsight.pe.container_stats_write_io_ppm,gauge,15,,,Write I/O operations as a percentage of total I/O,1,logicinsight_nutanix,container stats write io ppm,,
logicinsight.pe.container_total_explicit_reserved_capacity,gauge,15,,,Explicitly reserved capacity in the container,0,logicinsight_nutanix,container total explicit reserved capacity,,
logicinsight.pe.container_total_implicit_reserved_capacity,gauge,15,,,Implicitly reserved capacity in the container,0,logicinsight_nutanix,container total implicit reserved capacity,,
logicinsight.pe.container_usage_stats_data_reduction.clone.saving_ratio_ppm,gauge,15,,,Clone space savings ratio in ppm,1,logicinsight_nutanix,container usage stats data reduction.clone.saving ratio ppm,,
logicinsight.pe.container_usage_stats_data_reduction.clone.user_saved_bytes,gauge,15,,,Bytes saved by clone data reduction,1,logicinsight_nutanix,container usage stats data reduction.clone.user saved bytes,,
logicinsight.pe.container_usage_stats_data_reduction.compression.post_reduction_bytes,gauge,15,,,Bytes reduced after compression,1,logicinsight_nutanix,container usage stats data reduction.compression.post reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.compression.pre_reduction_bytes,gauge,15,,,Bytes before compression,1,logicinsight_nutanix,container usage stats data reduction.compression.pre reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.compression.saving_ratio_ppm,gauge,15,,,Compression savings ratio in ppm,1,logicinsight_nutanix,container usage stats data reduction.compression.saving ratio ppm,,
logicinsight.pe.container_usage_stats_data_reduction.compression.user_post_reduction_bytes,gauge,15,,,User-side bytes reduced after compression,1,logicinsight_nutanix,container usage stats data reduction.compression.user post reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.compression.user_pre_reduction_bytes,gauge,15,,,User-side bytes before compression,1,logicinsight_nutanix,container usage stats data reduction.compression.user pre reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.compression.user_saved_bytes,gauge,15,,,User-side bytes saved by compression,1,logicinsight_nutanix,container usage stats data reduction.compression.user saved bytes,,
logicinsight.pe.container_usage_stats_data_reduction.dedup.post_reduction_bytes,gauge,15,,,Bytes reduced after deduplication,1,logicinsight_nutanix,container usage stats data reduction.dedup.post reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.dedup.pre_reduction_bytes,gauge,15,,,Bytes before deduplication,1,logicinsight_nutanix,container usage stats data reduction.dedup.pre reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.dedup.saving_ratio_ppm,gauge,15,,,Deduplication savings ratio in ppm,1,logicinsight_nutanix,container usage stats data reduction.dedup.saving ratio ppm,,
logicinsight.pe.container_usage_stats_data_reduction.dedup.user_saved_bytes,gauge,15,,,User-side bytes saved by deduplication,1,logicinsight_nutanix,container usage stats data reduction.dedup.user saved bytes,,
logicinsight.pe.container_usage_stats_data_reduction.erasure_coding.parity_bytes,gauge,15,,,Erasure coding parity bytes,1,logicinsight_nutanix,container usage stats data reduction.erasure coding.parity bytes,,
logicinsight.pe.container_usage_stats_data_reduction.erasure_coding.post_reduction_bytes,gauge,15,,,Bytes reduced after erasure coding,1,logicinsight_nutanix,container usage stats data reduction.erasure coding.post reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.erasure_coding.potential_savings_pct,gauge,15,,,Estimated percentage of potential savings via erasure coding,1,logicinsight_nutanix,container usage stats data reduction.erasure coding.potential savings ,,
logicinsight.pe.container_usage_stats_data_reduction.erasure_coding.pre_reduction_bytes,gauge,15,,,Bytes before erasure coding,1,logicinsight_nutanix,container usage stats data reduction.erasure coding.pre reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.erasure_coding.saving_ratio_ppm,gauge,15,,,Erasure coding savings ratio in ppm,1,logicinsight_nutanix,container usage stats data reduction.erasure coding.saving ratio ppm,,
logicinsight.pe.container_usage_stats_data_reduction.erasure_coding.user_post_reduction_bytes,gauge,15,,,User-side bytes reduced after erasure coding,1,logicinsight_nutanix,container usage stats data reduction.erasure coding.user post reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.erasure_coding.user_pre_reduction_bytes,gauge,15,,,User-side bytes before erasure coding,1,logicinsight_nutanix,container usage stats data reduction.erasure coding.user pre reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.erasure_coding.user_saved_bytes,gauge,15,,,User-side bytes saved by erasure coding,1,logicinsight_nutanix,container usage stats data reduction.erasure coding.user saved bytes,,
logicinsight.pe.container_usage_stats_data_reduction.overall.saving_ratio_ppm,gauge,15,,,Overall data reduction savings ratio in ppm,1,logicinsight_nutanix,container usage stats data reduction.overall.saving ratio ppm,,
logicinsight.pe.container_usage_stats_data_reduction.overall.user_saved_bytes,gauge,15,,,Overall user-side bytes saved,1,logicinsight_nutanix,container usage stats data reduction.overall.user saved bytes,,
logicinsight.pe.container_usage_stats_data_reduction.post_reduction_bytes,gauge,15,,,Total post-reduction bytes,1,logicinsight_nutanix,container usage stats data reduction.post reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.pre_reduction_bytes,gauge,15,,,Total pre-reduction bytes,1,logicinsight_nutanix,container usage stats data reduction.pre reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.saved_bytes,gauge,15,,,Total saved bytes,1,logicinsight_nutanix,container usage stats data reduction.saved bytes,,
logicinsight.pe.container_usage_stats_data_reduction.saving_ratio_ppm,gauge,15,,,Overall data reduction savings ratio in ppm,1,logicinsight_nutanix,container usage stats data reduction.saving ratio ppm,,
logicinsight.pe.container_usage_stats_data_reduction.thin_provision.saving_ratio_ppm,gauge,15,,,Thin provisioning savings ratio in ppm,1,logicinsight_nutanix,container usage stats data reduction.thin provision.saving ratio ppm,,
logicinsight.pe.container_usage_stats_data_reduction.thin_provision.user_saved_bytes,gauge,15,,,User-side bytes saved by thin provisioning,1,logicinsight_nutanix,container usage stats data reduction.thin provision.user saved bytes,,
logicinsight.pe.container_usage_stats_data_reduction.user_post_reduction_bytes,gauge,15,,,User-side bytes reduced after any data reduction,1,logicinsight_nutanix,container usage stats data reduction.user post reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.user_pre_reduction_bytes,gauge,15,,,User-side bytes before any data reduction,1,logicinsight_nutanix,container usage stats data reduction.user pre reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.user_saved_bytes,gauge,15,,,Total user-side saved bytes,1,logicinsight_nutanix,container usage stats data reduction.user saved bytes,,
logicinsight.pe.container_usage_stats_storage.capacity_bytes,gauge,15,,,Total storage capacity in the container,0,logicinsight_nutanix,container usage stats storage.capacity bytes,,
logicinsight.pe.container_usage_stats_storage.container_reserved_capacity_bytes,gauge,15,,,Reserved container capacity in bytes,0,logicinsight_nutanix,container usage stats storage.container reserved capacity bytes,,
logicinsight.pe.container_usage_stats_storage.disk_physical_usage_bytes,gauge,15,,,Physical usage of disks in bytes,0,logicinsight_nutanix,container usage stats storage.disk physical usage bytes,,
logicinsight.pe.container_usage_stats_storage.free_bytes,gauge,15,,,Free bytes available in the container,1,logicinsight_nutanix,container usage stats storage.free bytes,,
logicinsight.pe.container_usage_stats_storage.logical_snapshot_usage_bytes,gauge,15,,,Logical snapshot usage in bytes,0,logicinsight_nutanix,container usage stats storage.logical snapshot usage bytes,,
logicinsight.pe.container_usage_stats_storage.logical_usage_bytes,gauge,15,,,Logical usage in bytes,0,logicinsight_nutanix,container usage stats storage.logical usage bytes,,
logicinsight.pe.container_usage_stats_storage.recycle_bin_logical_usage_bytes,gauge,15,,,Recycle bin logical usage in bytes,0,logicinsight_nutanix,container usage stats storage.recycle bin logical usage bytes,,
logicinsight.pe.container_usage_stats_storage.recycle_bin_usage_bytes,gauge,15,,,Total recycle bin usage in bytes,0,logicinsight_nutanix,container usage stats storage.recycle bin usage bytes,,
logicinsight.pe.container_usage_stats_storage.reserved_capacity_bytes,gauge,15,,,Total reserved capacity in bytes,0,logicinsight_nutanix,container usage stats storage.reserved capacity bytes,,
logicinsight.pe.container_usage_stats_storage.reserved_free_bytes,gauge,15,,,Reserved free bytes in the container,0,logicinsight_nutanix,container usage stats storage.reserved free bytes,,
logicinsight.pe.container_usage_stats_storage.reserved_usage_bytes,gauge,15,,,Reserved usage in the container,0,logicinsight_nutanix,container usage stats storage.reserved usage bytes,,
logicinsight.pe.container_usage_stats_storage.snapshot_reclaimable_bytes,gauge,15,,,Snapshot reclaimable bytes,0,logicinsight_nutanix,container usage stats storage.snapshot reclaimable bytes,,
logicinsight.pe.container_usage_stats_storage.unreserved_capacity_bytes,gauge,15,,,Unreserved capacity in the container,1,logicinsight_nutanix,container usage stats storage.unreserved capacity bytes,,
logicinsight.pe.container_usage_stats_storage.unreserved_free_bytes,gauge,15,,,Unreserved free bytes,1,logicinsight_nutanix,container usage stats storage.unreserved free bytes,,
logicinsight.pe.container_usage_stats_storage.unreserved_own_usage_bytes,gauge,15,,,Unreserved own usage in bytes,0,logicinsight_nutanix,container usage stats storage.unreserved own usage bytes,,
logicinsight.pe.container_usage_stats_storage.unreserved_usage_bytes,gauge,15,,,Total unreserved usage in bytes,0,logicinsight_nutanix,container usage stats storage.unreserved usage bytes,,
logicinsight.pe.container_usage_stats_storage.usage_bytes,gauge,15,,,Overall usage in the container,1,logicinsight_nutanix,container usage stats storage.usage bytes,,
logicinsight.pe.container_usage_stats_storage.user_capacity_bytes,gauge,15,,,Total user capacity in bytes,0,logicinsight_nutanix,container usage stats storage.user capacity bytes,,
logicinsight.pe.container_usage_stats_storage.user_container_own_usage_bytes,gauge,15,,,User container's own usage in bytes,0,logicinsight_nutanix,container usage stats storage.user container own usage bytes,,
logicinsight.pe.container_usage_stats_storage.user_container_reserved_capacity_bytes,gauge,15,,,Reserved capacity for user container,0,logicinsight_nutanix,container usage stats storage.user container reserved capacity bytes,,
logicinsight.pe.container_usage_stats_storage.user_disk_physical_usage_bytes,gauge,15,,,Physical usage of user disks in bytes,1,logicinsight_nutanix,container usage stats storage.user disk physical usage bytes,,
logicinsight.pe.container_usage_stats_storage.user_free_bytes,gauge,15,,,Free bytes for user,1,logicinsight_nutanix,container usage stats storage.user free bytes,,
logicinsight.pe.container_usage_stats_storage.user_other_containers_reserved_capacity_bytes,gauge,15,,,Reserved capacity for other user containers in bytes,0,logicinsight_nutanix,container usage stats storage.user other containers reserved capacity bytes,,
logicinsight.pe.container_usage_stats_storage.user_reserved_capacity_bytes,gauge,15,,,User reserved capacity in bytes,0,logicinsight_nutanix,container usage stats storage.user reserved capacity bytes,,
logicinsight.pe.container_usage_stats_storage.user_reserved_free_bytes,gauge,15,,,User reserved free bytes,0,logicinsight_nutanix,container usage stats storage.user reserved free bytes,,
logicinsight.pe.container_usage_stats_storage.user_reserved_usage_bytes,gauge,15,,,User reserved usage bytes,0,logicinsight_nutanix,container usage stats storage.user reserved usage bytes,,
logicinsight.pe.container_usage_stats_storage.user_storage_pool_capacity_bytes,gauge,15,,,Total capacity in the users storage pool,0,logicinsight_nutanix,container usage stats storage.user storage pool capacity bytes,,
logicinsight.pe.container_usage_stats_storage.user_unreserved_capacity_bytes,gauge,15,,,Unreserved user capacity in bytes,1,logicinsight_nutanix,container usage stats storage.user unreserved capacity bytes,,
logicinsight.pe.container_usage_stats_storage.user_unreserved_free_bytes,gauge,15,,,Unreserved user free bytes,1,logicinsight_nutanix,container usage stats storage.user unreserved free bytes,,
logicinsight.pe.container_usage_stats_storage.user_unreserved_own_usage_bytes,gauge,15,,,User unreserved own usage in bytes,0,logicinsight_nutanix,container usage stats storage.user unreserved own usage bytes,,
logicinsight.pe.container_usage_stats_storage.user_unreserved_shared_usage_bytes,gauge,15,,,User unreserved shared usage bytes,0,logicinsight_nutanix,container usage stats storage.user unreserved shared usage bytes,,
logicinsight.pe.container_usage_stats_storage.user_unreserved_usage_bytes,gauge,15,,,Total unreserved user usage bytes,0,logicinsight_nutanix,container usage stats storage.user unreserved usage bytes,,
logicinsight.pe.container_usage_stats_storage.user_usage_bytes,gauge,15,,,Total user usage bytes,1,logicinsight_nutanix,container usage stats storage.user usage bytes,,
logicinsight.pe.container_usage_stats_storage_tier.das_sata.usage_bytes,gauge,15,,,Usage in bytes on DAS-SATA tier,0,logicinsight_nutanix,container usage stats storage tier.das-sata.usage bytes,,
logicinsight.pe.container_usage_stats_storage_tier.ssd.usage_bytes,gauge,15,,,Usage in bytes on SSD tier,0,logicinsight_nutanix,container usage stats storage tier.ssd.usage bytes,,
logicinsight.pe.disk_bad,gauge,15,,,Indicates if disk is marked as bad,-1,logicinsight_nutanix,disk bad,,
logicinsight.pe.disk_location,gauge,15,,,Disk location description,0,logicinsight_nutanix,disk location,,
logicinsight.pe.disk_marked_for_removal,gauge,15,,,Disk is marked for removal,-1,logicinsight_nutanix,disk marked for removal,,
logicinsight.pe.disk_mounted,gauge,15,,,Whether the disk is mounted,1,logicinsight_nutanix,disk mounted,,
logicinsight.pe.disk_online,gauge,15,,,Disk online status,1,logicinsight_nutanix,disk online,,
logicinsight.pe.disk_size,gauge,15,,,Disk size in bytes,1,logicinsight_nutanix,disk size,,
logicinsight.pe.disk_stats_avg_io_latency_usecs,gauge,15,,,Average I/O latency for disk in microseconds,-1,logicinsight_nutanix,disk stats avg io latency usecs,,
logicinsight.pe.disk_stats_avg_read_io_latency_usecs,gauge,15,,,Average read I/O latency for disk in microseconds,-1,logicinsight_nutanix,disk stats avg read io latency usecs,,
logicinsight.pe.disk_stats_avg_write_io_latency_usecs,gauge,15,,,Average write I/O latency for disk in microseconds,-1,logicinsight_nutanix,disk stats avg write io latency usecs,,
logicinsight.pe.disk_stats_controller_avg_io_latency_usecs,gauge,15,,,Controller-side average I/O latency in microseconds,-1,logicinsight_nutanix,disk stats controller avg io latency usecs,,
logicinsight.pe.disk_stats_controller_avg_read_io_latency_usecs,gauge,15,,,Controller-side average read I/O latency in microseconds,-1,logicinsight_nutanix,disk stats controller avg read io latency usecs,,
logicinsight.pe.disk_stats_controller_avg_read_io_size_kbytes,gauge,15,,,Controller-side average read I/O size in kibibytes,1,logicinsight_nutanix,disk stats controller avg read io size kbytes,,
logicinsight.pe.disk_stats_controller_avg_write_io_latency_usecs,gauge,15,,,Controller-side average write I/O latency in microseconds,-1,logicinsight_nutanix,disk stats controller avg write io latency usecs,,
logicinsight.pe.disk_stats_controller_avg_write_io_size_kbytes,gauge,15,,,Controller-side average write I/O size in kibibytes,1,logicinsight_nutanix,disk stats controller avg write io size kbytes,,
logicinsight.pe.disk_stats_controller_io_bandwidth_kBps,gauge,15,,,Controller-side I/O bandwidth in kilobytes per second,1,logicinsight_nutanix,disk stats controller io bandwidth kBps,,
logicinsight.pe.disk_stats_controller_num_io,gauge,15,,,Total I/O operations at controller level,0,logicinsight_nutanix,disk stats controller num io,,
logicinsight.pe.disk_stats_controller_num_iops,gauge,15,,,IOPS at the controller level,0,logicinsight_nutanix,disk stats controller num iops,,
logicinsight.pe.disk_stats_controller_num_random_io,gauge,15,,,Number of random I/O operations at controller level,0,logicinsight_nutanix,disk stats controller num random io,,
logicinsight.pe.disk_stats_controller_num_read_io,gauge,15,,,Number of read I/O operations at controller level,0,logicinsight_nutanix,disk stats controller num read io,,
logicinsight.pe.disk_stats_controller_num_read_iops,gauge,15,,,Number of read IOPS at controller level,0,logicinsight_nutanix,disk stats controller num read iops,,
logicinsight.pe.disk_stats_controller_num_seq_io,gauge,15,,,Number of sequential I/O operations at controller level,0,logicinsight_nutanix,disk stats controller num seq io,,
logicinsight.pe.disk_stats_controller_num_write_io,gauge,15,,,Number of write I/O operations at controller level,1,logicinsight_nutanix,disk stats controller num write io,,
logicinsight.pe.disk_stats_controller_num_write_iops,gauge,15,,,Number of write IOPS at controller level,1,logicinsight_nutanix,disk stats controller num write iops,,
logicinsight.pe.disk_stats_controller_random_io_ppm,gauge,15,,,Random I/O ratio at controller level in ppm,0,logicinsight_nutanix,disk stats controller random io ppm,,
logicinsight.pe.disk_stats_controller_read_io_bandwidth_kBps,gauge,15,,,Controller-side read I/O bandwidth in kilobytes per second,0,logicinsight_nutanix,disk stats controller read io bandwidth kBps,,
logicinsight.pe.disk_stats_controller_read_io_ppm,gauge,15,,,Read I/O operations at controller level in ppm,0,logicinsight_nutanix,disk stats controller read io ppm,,
logicinsight.pe.disk_stats_controller_seq_io_ppm,gauge,15,,,Sequential I/O at controller level in ppm,0,logicinsight_nutanix,disk stats controller seq io ppm,,
logicinsight.pe.disk_stats_controller_timespan_usecs,gauge,15,,,Duration for controller-side metrics in microseconds,0,logicinsight_nutanix,disk stats controller timespan usecs,,
logicinsight.pe.disk_stats_controller_total_io_size_kbytes,gauge,15,,,Total size of I/O at controller level in kibibytes,1,logicinsight_nutanix,disk stats controller total io size kbytes,,
logicinsight.pe.disk_stats_controller_total_io_time_usecs,gauge,15,,,Total I/O time at controller level in microseconds,1,logicinsight_nutanix,disk stats controller total io time usecs,,
logicinsight.pe.disk_stats_controller_total_read_io_size_kbytes,gauge,15,,,Total read I/O size at controller level in kibibytes,0,logicinsight_nutanix,disk stats controller total read io size kbytes,,
logicinsight.pe.disk_stats_controller_total_read_io_time_usecs,gauge,15,,,Total read I/O time at controller level in microseconds,0,logicinsight_nutanix,disk stats controller total read io time usecs,,
logicinsight.pe.disk_stats_controller_total_transformed_usage_bytes,gauge,15,,,Total transformed usage from controller in bytes,0,logicinsight_nutanix,disk stats controller total transformed usage bytes,,
