metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
logicinsight.pe.container_compression_delay_in_secs,gauge,15,second,,Delay before compression is applied in the container,-1,logicinsight_nutanix_core,container compression delay in secs,,
logicinsight.pe.container_compression_enabled,gauge,15,,,Indicates if compression is enabled for the container.,1,logicinsight_nutanix_core,container compression enabled,,
logicinsight.pe.container_enable_software_encryption,gauge,15,,,Indicates whether software-based encryption is enabled in the container.,1,logicinsight_nutanix_core,container enable software encryption,,
logicinsight.pe.container_erasure_code_delay_secs,gauge,15,second,,Delay before erasure coding is triggered in the container,-1,logicinsight_nutanix_core,container erasure code delay secs,,
logicinsight.pe.container_marked_for_removal,gauge,15,,,Indicates whether the container is marked for removal.,0,logicinsight_nutanix_core,container marked for removal,,
logicinsight.pe.container_max_capacity,gauge,15,byte,,Maximum capacity limit set for the container.,1,logicinsight_nutanix_core,container max capacity,,
logicinsight.pe.container_nfs_whitelist_inherited,gauge,15,,,Indicates if the NFS whitelist was inherited by the container.,0,logicinsight_nutanix_core,container nfs whitelist inherited,,
logicinsight.pe.container_num_container_cluster,gauge,15,,,Number of containers in the cluster.,1,logicinsight_nutanix_core,container num container cluster,,
logicinsight.pe.container_oplog_replication_factor,gauge,15,,,Replication factor used for Oplog data within the container.,1,logicinsight_nutanix_core,container oplog replication factor,,
logicinsight.pe.container_replication_factor,gauge,15,,,Overall replication factor used for the container.,1,logicinsight_nutanix_core,container replication factor,,
logicinsight.pe.container_stats_avg_io_latency_usecs,gauge,15,microsecond,,Average I/O latency measured within the container,-1,logicinsight_nutanix_core,container stats avg io latency usecs,,
logicinsight.pe.container_stats_avg_read_io_latency_usecs,gauge,15,microsecond,,Average read I/O latency within the container,-1,logicinsight_nutanix_core,container stats avg read io latency usecs,,
logicinsight.pe.container_stats_avg_write_io_latency_usecs,gauge,15,microsecond,,Average write I/O latency within the container,-1,logicinsight_nutanix_core,container stats avg write io latency usecs,,
logicinsight.pe.container_stats_controller_avg_io_latency_usecs,gauge,15,microsecond,,Average I/O latency measured by the container's controller,-1,logicinsight_nutanix_core,container stats controller avg io latency usecs,,
logicinsight.pe.container_stats_controller_avg_read_io_latency_usecs,gauge,15,microsecond,,Average read latency from the containers controller,-1,logicinsight_nutanix_core,container stats controller avg read io latency usecs,,
logicinsight.pe.container_stats_controller_avg_read_io_size_kbytes,gauge,15,kibibyte,,Average read I/O size from the controller,1,logicinsight_nutanix_core,container stats controller avg read io size kbytes,,
logicinsight.pe.container_stats_controller_avg_write_io_latency_usecs,gauge,15,microsecond,,Average write latency from the containers controller,-1,logicinsight_nutanix_core,container stats controller avg write io latency usecs,,
logicinsight.pe.container_stats_controller_avg_write_io_size_kbytes,gauge,15,kibibyte,,Average write I/O size from the controller,1,logicinsight_nutanix_core,container stats controller avg write io size kbytes,,
logicinsight.pe.container_stats_controller_io_bandwidth_kBps,gauge,15,kibibyte,second,Total I/O bandwidth handled by the containers controller,1,logicinsight_nutanix_core,container stats controller io bandwidth kBps,,
logicinsight.pe.container_stats_controller_num_io,gauge,15,operation,,Total number of I/O operations handled by the controller.,1,logicinsight_nutanix_core,container stats controller num io,,
logicinsight.pe.container_stats_controller_num_iops,gauge,15,operation,second,Total IOPS from the controller.,1,logicinsight_nutanix_core,container stats controller num iops,,
logicinsight.pe.container_stats_controller_num_random_io,gauge,15,operation,,Number of random I/O operations handled by the controller.,1,logicinsight_nutanix_core,container stats controller num random io,,
logicinsight.pe.container_stats_controller_num_read_io,gauge,15,operation,,Total read I/O operations handled by the controller.,1,logicinsight_nutanix_core,container stats controller num read io,,
logicinsight.pe.container_stats_controller_num_read_iops,gauge,15,operation,second,Read IOPS handled by the controller.,1,logicinsight_nutanix_core,container stats controller num read iops,,
logicinsight.pe.container_stats_controller_num_seq_io,gauge,15,operation,,Total sequential I/O operations handled by the controller.,1,logicinsight_nutanix_core,container stats controller num seq io,,
logicinsight.pe.container_stats_controller_num_write_io,gauge,15,operation,,Total write I/O operations handled by the controller.,1,logicinsight_nutanix_core,container stats controller num write io,,
logicinsight.pe.container_stats_controller_num_write_iops,gauge,15,operation,second,Write IOPS handled by the controller.,,logicinsight_nutanix_core,container stats controller num write iops,,
logicinsight.pe.container_stats_controller_random_io_ppm,gauge,15,percent,,Percentage of random I/O operations measured in ppm.,,logicinsight_nutanix_core,container stats controller random io ppm,,
logicinsight.pe.container_stats_controller_read_io_bandwidth_kBps,gauge,15,kibibyte,second,Read bandwidth measured at the controller level,1,logicinsight_nutanix_core,container stats controller read io bandwidth kBps,,
logicinsight.pe.container_stats_controller_read_io_ppm,gauge,15,percent,,Percentage of read operations measured in ppm.,,logicinsight_nutanix_core,container stats controller read io ppm,,
logicinsight.pe.container_stats_controller_seq_io_ppm,gauge,15,percent,,Percentage of sequential operations measured in ppm.,,logicinsight_nutanix_core,container stats controller seq io ppm,,
logicinsight.pe.container_stats_controller_timespan_usecs,gauge,15,microsecond,,Time window over which container controller metrics were collected,1,logicinsight_nutanix_core,container stats controller timespan usecs,,
logicinsight.pe.container_stats_controller_total_io_size_kbytes,gauge,15,kibibyte,,Total I/O size processed by the controller,1,logicinsight_nutanix_core,container stats controller total io size kbytes,,
logicinsight.pe.container_stats_controller_total_io_time_usecs,gauge,15,microsecond,,Total time spent processing I/O at the controller level,1,logicinsight_nutanix_core,container stats controller total io time usecs,,
logicinsight.pe.container_stats_controller_total_read_io_size_kbytes,gauge,15,kibibyte,,Total size of read I/O operations from the controller,1,logicinsight_nutanix_core,container stats controller total read io size kbytes,,
logicinsight.pe.container_stats_controller_total_read_io_time_usecs,gauge,15,microsecond,,Total time spent on read operations at the controller level,1,logicinsight_nutanix_core,container stats controller total read io time usecs,,
logicinsight.pe.container_stats_controller_total_transformed_usage_bytes,gauge,15,byte,,Total space used for transformed (compressed/deduplicated) data in the controller.,,logicinsight_nutanix_core,container stats controller total transformed usage bytes,,
logicinsight.pe.container_stats_controller_write_io_bandwidth_kBps,gauge,15,kibibyte,second,Write I/O bandwidth measured by the controller,1,logicinsight_nutanix_core,container stats controller write io bandwidth kBps,,
logicinsight.pe.container_stats_controller_write_io_ppm,gauge,15,percent,,Percentage of write operations handled by the controller,1,logicinsight_nutanix_core,container stats controller write io ppm,,
logicinsight.pe.container_stats_hypervisor_avg_io_latency_usecs,gauge,15,microsecond,,Average I/O latency at the container's hypervisor level,-1,logicinsight_nutanix_core,container stats hypervisor avg io latency usecs,,
logicinsight.pe.container_stats_hypervisor_avg_read_io_latency_usecs,gauge,15,microsecond,,Average read I/O latency at the hypervisor level,-1,logicinsight_nutanix_core,container stats hypervisor avg read io latency usecs,,
logicinsight.pe.container_stats_hypervisor_avg_write_io_latency_usecs,gauge,15,microsecond,,Average write I/O latency at the hypervisor level,-1,logicinsight_nutanix_core,container stats hypervisor avg write io latency usecs,,
logicinsight.pe.container_stats_hypervisor_io_bandwidth_kBps,gauge,15,kibibyte,second,Total I/O bandwidth measured by the hypervisor,1,logicinsight_nutanix_core,container stats hypervisor io bandwidth kBps,,
logicinsight.pe.container_stats_hypervisor_num_io,gauge,15,operation,,Total number of I/O operations handled by the hypervisor.,,logicinsight_nutanix_core,container stats hypervisor num io,,
logicinsight.pe.container_stats_hypervisor_num_iops,gauge,15,operation,second,Total IOPS from the hypervisor.,,logicinsight_nutanix_core,container stats hypervisor num iops,,
logicinsight.pe.container_stats_hypervisor_num_read_io,gauge,15,operation,,Total number of read I/O operations from the hypervisor.,1,logicinsight_nutanix_core,container stats hypervisor num read io,,
logicinsight.pe.container_stats_hypervisor_num_read_iops,gauge,15,operation,second,Read IOPS measured at the hypervisor level.,,logicinsight_nutanix_core,container stats hypervisor num read iops,,
logicinsight.pe.container_stats_hypervisor_num_write_io,gauge,15,operation,,Total number of write I/O operations from the hypervisor.,,logicinsight_nutanix_core,container stats hypervisor num write io,,
logicinsight.pe.container_stats_hypervisor_num_write_iops,gauge,15,operation,second,Write IOPS measured at the hypervisor level.,,logicinsight_nutanix_core,container stats hypervisor num write iops,,
logicinsight.pe.container_stats_hypervisor_read_io_bandwidth_kBps,gauge,15,kibibyte,second,Read I/O bandwidth at the hypervisor level,1,logicinsight_nutanix_core,container stats hypervisor read io bandwidth kBps,,
logicinsight.pe.container_stats_hypervisor_timespan_usecs,gauge,15,microsecond,,Time window over which hypervisor metrics for the container were collected,1,logicinsight_nutanix_core,container stats hypervisor timespan usecs,,
logicinsight.pe.container_stats_hypervisor_total_io_size_kbytes,gauge,15,kibibyte,,Total amount of I/O data processed by the hypervisor for a container,1,logicinsight_nutanix_core,container stats hypervisor total io size kbytes,,
logicinsight.pe.container_stats_hypervisor_total_io_time_usecs,gauge,15,microsecond,,Total time taken by the hypervisor to process all I/O operations for a container,1,logicinsight_nutanix_core,container stats hypervisor total io time usecs,,
logicinsight.pe.container_stats_hypervisor_total_read_io_size_kbytes,gauge,15,kibibyte,,Total read I/O size handled by the hypervisor in kibibytes for a container,,logicinsight_nutanix_core,container stats hypervisor total read io size kbytes,,
logicinsight.pe.container_stats_hypervisor_total_read_io_time_usecs,gauge,15,microsecond,,Total time spent reading I/O at the hypervisor level,0,logicinsight_nutanix_core,container stats hypervisor total read io time usecs,,
logicinsight.pe.container_stats_hypervisor_write_io_bandwidth_kBps,gauge,15,kibibyte,second,Write bandwidth from the hypervisor layer,1,logicinsight_nutanix_core,container stats hypervisor write io bandwidth kBps,,
logicinsight.pe.container_stats_io_bandwidth_kBps,gauge,15,kibibyte,second,Total I/O bandwidth observed in the container,1,logicinsight_nutanix_core,container stats io bandwidth kBps,,
logicinsight.pe.container_stats_num_io,gauge,15,operation,,Total number of I/O operations performed at the container level,,logicinsight_nutanix_core,container stats num io,,
logicinsight.pe.container_stats_num_iops,gauge,15,operation,second,Number of I/O operations per second (IOPS) for the container,,logicinsight_nutanix_core,container stats num iops,,
logicinsight.pe.container_stats_num_random_io,gauge,15,operation,,Number of random I/O operations performed in the container,,logicinsight_nutanix_core,container stats num random io,,
logicinsight.pe.container_stats_num_read_io,gauge,15,operation,,Number of read operations at the container level,0,logicinsight_nutanix_core,container stats num read io,,
logicinsight.pe.container_stats_num_read_iops,gauge,15,operation,second,Number of read IOPS (input/output operations per second) at the container level,0,logicinsight_nutanix_core,container stats num read iops,,
logicinsight.pe.container_stats_num_seq_io,gauge,15,operation,,Number of sequential I/O operations at the container level,0,logicinsight_nutanix_core,container stats num seq io,,
logicinsight.pe.container_stats_num_write_io,gauge,15,operation,,Number of write operations at the container level,0,logicinsight_nutanix_core,container stats num write io,,
logicinsight.pe.container_stats_num_write_iops,gauge,15,operation,second,Number of write IOPS at the container level,0,logicinsight_nutanix_core,container stats num write iops,,
logicinsight.pe.container_stats_random_io_ppm,gauge,15,percent,,Random I/O operations as parts per million of total I/O activity,0,logicinsight_nutanix_core,container stats random io ppm,,
logicinsight.pe.container_stats_read_io_bandwidth_kBps,gauge,15,kibibyte,second,Read I/O bandwidth from the container,0,logicinsight_nutanix_core,container stats read io bandwidth kBps,,
logicinsight.pe.container_stats_read_io_ppm,gauge,15,percent,,Read I/O as a percentage of total I/O,0,logicinsight_nutanix_core,container stats read io ppm,,
logicinsight.pe.container_stats_seq_io_ppm,gauge,15,percent,,Sequential I/O as a percentage of total I/O,0,logicinsight_nutanix_core,container stats seq io ppm,,
logicinsight.pe.container_stats_timespan_usecs,gauge,15,microsecond,,Duration over which the container I/O statistics were measured,0,logicinsight_nutanix_core,container stats timespan usecs,,
logicinsight.pe.container_stats_total_io_size_kbytes,gauge,15,kibibyte,,Total size of I/O operations at the container level,1,logicinsight_nutanix_core,container stats total io size kbytes,,
logicinsight.pe.container_stats_total_io_time_usecs,gauge,15,microsecond,,Total time of all I/O operations at the container level,1,logicinsight_nutanix_core,container stats total io time usecs,,
logicinsight.pe.container_stats_total_read_io_size_kbytes,gauge,15,kibibyte,,Total size of read I/O operations for the container,0,logicinsight_nutanix_core,container stats total read io size kbytes,,
logicinsight.pe.container_stats_total_read_io_time_usecs,gauge,15,microsecond,,Total time spent performing read I/O for the container,0,logicinsight_nutanix_core,container stats total read io time usecs,,
logicinsight.pe.container_stats_total_transformed_usage_bytes,gauge,15,byte,,Size of transformed storage in the container,0,logicinsight_nutanix_core,container stats total transformed usage bytes,,
logicinsight.pe.container_stats_total_untransformed_usage_bytes,gauge,15,byte,,Size of untransformed (raw) storage in the container,0,logicinsight_nutanix_core,container stats total untransformed usage bytes,,
logicinsight.pe.container_stats_write_io_bandwidth_kBps,gauge,15,kibibyte,second,Write bandwidth for the container,1,logicinsight_nutanix_core,container stats write io bandwidth kBps,,
logicinsight.pe.container_stats_write_io_ppm,gauge,15,percent,,Write I/O operations as a percentage of total I/O,1,logicinsight_nutanix_core,container stats write io ppm,,
logicinsight.pe.container_total_explicit_reserved_capacity,gauge,15,byte,,Explicitly reserved capacity in the container,0,logicinsight_nutanix_core,container total explicit reserved capacity,,
logicinsight.pe.container_total_implicit_reserved_capacity,gauge,15,byte,,Implicitly reserved capacity in the container,0,logicinsight_nutanix_core,container total implicit reserved capacity,,
logicinsight.pe.container_usage_stats_data_reduction.clone.saving_ratio_ppm,gauge,15,percent,,Clone space savings ratio in ppm,1,logicinsight_nutanix_core,container usage stats data reduction.clone.saving ratio ppm,,
logicinsight.pe.container_usage_stats_data_reduction.clone.user_saved_bytes,gauge,15,byte,,Bytes saved by clone data reduction,1,logicinsight_nutanix_core,container usage stats data reduction.clone.user saved bytes,,
logicinsight.pe.container_usage_stats_data_reduction.compression.post_reduction_bytes,gauge,15,byte,,Bytes reduced after compression,1,logicinsight_nutanix_core,container usage stats data reduction.compression.post reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.compression.pre_reduction_bytes,gauge,15,byte,,Bytes before compression,1,logicinsight_nutanix_core,container usage stats data reduction.compression.pre reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.compression.saving_ratio_ppm,gauge,15,percent,,Compression savings ratio in ppm,1,logicinsight_nutanix_core,container usage stats data reduction.compression.saving ratio ppm,,
logicinsight.pe.container_usage_stats_data_reduction.compression.user_post_reduction_bytes,gauge,15,byte,,User-side bytes reduced after compression,1,logicinsight_nutanix_core,container usage stats data reduction.compression.user post reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.compression.user_pre_reduction_bytes,gauge,15,byte,,User-side bytes before compression,1,logicinsight_nutanix_core,container usage stats data reduction.compression.user pre reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.compression.user_saved_bytes,gauge,15,byte,,User-side bytes saved by compression,1,logicinsight_nutanix_core,container usage stats data reduction.compression.user saved bytes,,
logicinsight.pe.container_usage_stats_data_reduction.dedup.post_reduction_bytes,gauge,15,byte,,Bytes reduced after deduplication,1,logicinsight_nutanix_core,container usage stats data reduction.dedup.post reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.dedup.pre_reduction_bytes,gauge,15,byte,,Bytes before deduplication,1,logicinsight_nutanix_core,container usage stats data reduction.dedup.pre reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.dedup.saving_ratio_ppm,gauge,15,percent,,Deduplication savings ratio in ppm,1,logicinsight_nutanix_core,container usage stats data reduction.dedup.saving ratio ppm,,
logicinsight.pe.container_usage_stats_data_reduction.dedup.user_saved_bytes,gauge,15,byte,,User-side bytes saved by deduplication,1,logicinsight_nutanix_core,container usage stats data reduction.dedup.user saved bytes,,
logicinsight.pe.container_usage_stats_data_reduction.erasure_coding.parity_bytes,gauge,15,byte,,Erasure coding parity bytes,1,logicinsight_nutanix_core,container usage stats data reduction.erasure coding.parity bytes,,
logicinsight.pe.container_usage_stats_data_reduction.erasure_coding.post_reduction_bytes,gauge,15,byte,,Bytes reduced after erasure coding,1,logicinsight_nutanix_core,container usage stats data reduction.erasure coding.post reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.erasure_coding.potential_savings_pct,gauge,15,percent,,Estimated percentage of potential savings via erasure coding,1,logicinsight_nutanix_core,container usage stats data reduction.erasure coding.potential savings percent,,
logicinsight.pe.container_usage_stats_data_reduction.erasure_coding.pre_reduction_bytes,gauge,15,byte,,Bytes before erasure coding,1,logicinsight_nutanix_core,container usage stats data reduction.erasure coding.pre reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.erasure_coding.saving_ratio_ppm,gauge,15,percent,,Erasure coding savings ratio in ppm,1,logicinsight_nutanix_core,container usage stats data reduction.erasure coding.saving ratio ppm,,
logicinsight.pe.container_usage_stats_data_reduction.erasure_coding.user_post_reduction_bytes,gauge,15,byte,,User-side bytes reduced after erasure coding,1,logicinsight_nutanix_core,container usage stats data reduction.erasure coding.user post reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.erasure_coding.user_pre_reduction_bytes,gauge,15,byte,,User-side bytes before erasure coding,1,logicinsight_nutanix_core,container usage stats data reduction.erasure coding.user pre reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.erasure_coding.user_saved_bytes,gauge,15,byte,,User-side bytes saved by erasure coding,1,logicinsight_nutanix_core,container usage stats data reduction.erasure coding.user saved bytes,,
logicinsight.pe.container_usage_stats_data_reduction.overall.saving_ratio_ppm,gauge,15,percent,,Overall data reduction savings ratio in ppm,1,logicinsight_nutanix_core,container usage stats data reduction.overall.saving ratio ppm,,
logicinsight.pe.container_usage_stats_data_reduction.overall.user_saved_bytes,gauge,15,byte,,Overall user-side bytes saved,1,logicinsight_nutanix_core,container usage stats data reduction.overall.user saved bytes,,
logicinsight.pe.container_usage_stats_data_reduction.post_reduction_bytes,gauge,15,byte,,Total post-reduction bytes,1,logicinsight_nutanix_core,container usage stats data reduction.post reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.pre_reduction_bytes,gauge,15,byte,,Total pre-reduction bytes,1,logicinsight_nutanix_core,container usage stats data reduction.pre reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.saved_bytes,gauge,15,byte,,Total saved bytes,1,logicinsight_nutanix_core,container usage stats data reduction.saved bytes,,
logicinsight.pe.container_usage_stats_data_reduction.saving_ratio_ppm,gauge,15,percent,,Overall data reduction savings ratio in ppm,1,logicinsight_nutanix_core,container usage stats data reduction.saving ratio ppm,,
logicinsight.pe.container_usage_stats_data_reduction.thin_provision.saving_ratio_ppm,gauge,15,percent,,Thin provisioning savings ratio in ppm,1,logicinsight_nutanix_core,container usage stats data reduction.thin provision.saving ratio ppm,,
logicinsight.pe.container_usage_stats_data_reduction.thin_provision.user_saved_bytes,gauge,15,byte,,User-side bytes saved by thin provisioning,1,logicinsight_nutanix_core,container usage stats data reduction.thin provision.user saved bytes,,
logicinsight.pe.container_usage_stats_data_reduction.user_post_reduction_bytes,gauge,15,byte,,User-side bytes reduced after any data reduction,1,logicinsight_nutanix_core,container usage stats data reduction.user post reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.user_pre_reduction_bytes,gauge,15,byte,,User-side bytes before any data reduction,1,logicinsight_nutanix_core,container usage stats data reduction.user pre reduction bytes,,
logicinsight.pe.container_usage_stats_data_reduction.user_saved_bytes,gauge,15,byte,,Total user-side saved bytes,1,logicinsight_nutanix_core,container usage stats data reduction.user saved bytes,,
logicinsight.pe.container_usage_stats_storage.capacity_bytes,gauge,15,byte,,Total storage capacity in the container,0,logicinsight_nutanix_core,container usage stats storage.capacity bytes,,
logicinsight.pe.container_usage_stats_storage.container_reserved_capacity_bytes,gauge,15,byte,,Reserved container capacity in bytes,0,logicinsight_nutanix_core,container usage stats storage.container reserved capacity bytes,,
logicinsight.pe.container_usage_stats_storage.disk_physical_usage_bytes,gauge,15,byte,,Physical usage of disks in bytes,0,logicinsight_nutanix_core,container usage stats storage.disk physical usage bytes,,
logicinsight.pe.container_usage_stats_storage.free_bytes,gauge,15,byte,,Free bytes available in the container,1,logicinsight_nutanix_core,container usage stats storage.free bytes,,
logicinsight.pe.container_usage_stats_storage.logical_snapshot_usage_bytes,gauge,15,byte,,Logical snapshot usage in bytes,0,logicinsight_nutanix_core,container usage stats storage.logical snapshot usage bytes,,
logicinsight.pe.container_usage_stats_storage.logical_usage_bytes,gauge,15,byte,,Logical usage in bytes,0,logicinsight_nutanix_core,container usage stats storage.logical usage bytes,,
logicinsight.pe.container_usage_stats_storage.recycle_bin_logical_usage_bytes,gauge,15,byte,,Recycle bin logical usage in bytes,0,logicinsight_nutanix_core,container usage stats storage.recycle bin logical usage bytes,,
logicinsight.pe.container_usage_stats_storage.recycle_bin_usage_bytes,gauge,15,byte,,Total recycle bin usage in bytes,0,logicinsight_nutanix_core,container usage stats storage.recycle bin usage bytes,,
logicinsight.pe.container_usage_stats_storage.reserved_capacity_bytes,gauge,15,byte,,Total reserved capacity in bytes,0,logicinsight_nutanix_core,container usage stats storage.reserved capacity bytes,,
logicinsight.pe.container_usage_stats_storage.reserved_free_bytes,gauge,15,byte,,Reserved free bytes in the container,0,logicinsight_nutanix_core,container usage stats storage.reserved free bytes,,
logicinsight.pe.container_usage_stats_storage.reserved_usage_bytes,gauge,15,byte,,Reserved usage in the container,0,logicinsight_nutanix_core,container usage stats storage.reserved usage bytes,,
logicinsight.pe.container_usage_stats_storage.snapshot_reclaimable_bytes,gauge,15,byte,,Snapshot reclaimable bytes,0,logicinsight_nutanix_core,container usage stats storage.snapshot reclaimable bytes,,
logicinsight.pe.container_usage_stats_storage.unreserved_capacity_bytes,gauge,15,byte,,Unreserved capacity in the container,1,logicinsight_nutanix_core,container usage stats storage.unreserved capacity bytes,,
logicinsight.pe.container_usage_stats_storage.unreserved_free_bytes,gauge,15,byte,,Unreserved free bytes,1,logicinsight_nutanix_core,container usage stats storage.unreserved free bytes,,
logicinsight.pe.container_usage_stats_storage.unreserved_own_usage_bytes,gauge,15,byte,,Unreserved own usage in bytes,0,logicinsight_nutanix_core,container usage stats storage.unreserved own usage bytes,,
logicinsight.pe.container_usage_stats_storage.unreserved_usage_bytes,gauge,15,byte,,Total unreserved usage in bytes,0,logicinsight_nutanix_core,container usage stats storage.unreserved usage bytes,,
logicinsight.pe.container_usage_stats_storage.usage_bytes,gauge,15,byte,,Overall usage in the container,1,logicinsight_nutanix_core,container usage stats storage.usage bytes,,
logicinsight.pe.container_usage_stats_storage.user_capacity_bytes,gauge,15,byte,,Total user capacity in bytes,0,logicinsight_nutanix_core,container usage stats storage.user capacity bytes,,
logicinsight.pe.container_usage_stats_storage.user_container_own_usage_bytes,gauge,15,byte,,User container's own usage in bytes,0,logicinsight_nutanix_core,container usage stats storage.user container own usage bytes,,
logicinsight.pe.container_usage_stats_storage.user_container_reserved_capacity_bytes,gauge,15,byte,,Reserved capacity for user container,0,logicinsight_nutanix_core,container usage stats storage.user container reserved capacity bytes,,
logicinsight.pe.container_usage_stats_storage.user_disk_physical_usage_bytes,gauge,15,byte,,Physical usage of user disks in bytes,1,logicinsight_nutanix_core,container usage stats storage.user disk physical usage bytes,,
logicinsight.pe.container_usage_stats_storage.user_free_bytes,gauge,15,byte,,Free bytes for user,1,logicinsight_nutanix_core,container usage stats storage.user free bytes,,
logicinsight.pe.container_usage_stats_storage.user_other_containers_reserved_capacity_bytes,gauge,15,byte,,Reserved capacity for other user containers in bytes,0,logicinsight_nutanix_core,container usage stats storage.user other containers reserved capacity bytes,,
logicinsight.pe.container_usage_stats_storage.user_reserved_capacity_bytes,gauge,15,byte,,User reserved capacity in bytes,0,logicinsight_nutanix_core,container usage stats storage.user reserved capacity bytes,,
logicinsight.pe.container_usage_stats_storage.user_reserved_free_bytes,gauge,15,byte,,User reserved free bytes,0,logicinsight_nutanix_core,container usage stats storage.user reserved free bytes,,
logicinsight.pe.container_usage_stats_storage.user_reserved_usage_bytes,gauge,15,byte,,User reserved usage bytes,0,logicinsight_nutanix_core,container usage stats storage.user reserved usage bytes,,
logicinsight.pe.container_usage_stats_storage.user_storage_pool_capacity_bytes,gauge,15,byte,,Total capacity in the user�s storage pool,0,logicinsight_nutanix_core,container usage stats storage.user storage pool capacity bytes,,
logicinsight.pe.container_usage_stats_storage.user_unreserved_capacity_bytes,gauge,15,byte,,Unreserved user capacity in bytes,1,logicinsight_nutanix_core,container usage stats storage.user unreserved capacity bytes,,
logicinsight.pe.container_usage_stats_storage.user_unreserved_free_bytes,gauge,15,byte,,Unreserved user free bytes,1,logicinsight_nutanix_core,container usage stats storage.user unreserved free bytes,,
logicinsight.pe.container_usage_stats_storage.user_unreserved_own_usage_bytes,gauge,15,byte,,User unreserved own usage in bytes,0,logicinsight_nutanix_core,container usage stats storage.user unreserved own usage bytes,,
logicinsight.pe.container_usage_stats_storage.user_unreserved_shared_usage_bytes,gauge,15,byte,,User unreserved shared usage bytes,0,logicinsight_nutanix_core,container usage stats storage.user unreserved shared usage bytes,,
logicinsight.pe.container_usage_stats_storage.user_unreserved_usage_bytes,gauge,15,byte,,Total unreserved user usage bytes,0,logicinsight_nutanix_core,container usage stats storage.user unreserved usage bytes,,
logicinsight.pe.container_usage_stats_storage.user_usage_bytes,gauge,15,byte,,Total user usage bytes,1,logicinsight_nutanix_core,container usage stats storage.user usage bytes,,
logicinsight.pe.container_usage_stats_storage_tier.das-sata.usage_bytes,gauge,15,byte,,Usage in bytes on DAS-SATA tier,0,logicinsight_nutanix_core,container usage stats storage tier.das-sata.usage bytes,,
logicinsight.pe.container_usage_stats_storage_tier.ssd.usage_bytes,gauge,15,byte,,Usage in bytes on SSD tier,0,logicinsight_nutanix_core,container usage stats storage tier.ssd.usage bytes,,
logicinsight.pe.disk_bad,gauge,15,error,,Indicates if disk is marked as bad,-1,logicinsight_nutanix_core,disk bad,,
logicinsight.pe.disk_location,gauge,15,location,,Disk location description,0,logicinsight_nutanix_core,disk location,,
logicinsight.pe.disk_marked_for_removal,gauge,15,check,,Disk is marked for removal,-1,logicinsight_nutanix_core,disk marked for removal,,
logicinsight.pe.disk_mounted,gauge,15,check,,Whether the disk is mounted,1,logicinsight_nutanix_core,disk mounted,,
logicinsight.pe.disk_online,gauge,15,check,,Disk online status,1,logicinsight_nutanix_core,disk online,,
logicinsight.pe.disk_size,gauge,15,byte,,Disk size in bytes,1,logicinsight_nutanix_core,disk size,,
logicinsight.pe.disk_stats_avg_io_latency_usecs,gauge,15,microsecond,,Average I/O latency for disk in microseconds,-1,logicinsight_nutanix_core,disk stats avg io latency usecs,,
logicinsight.pe.disk_stats_avg_read_io_latency_usecs,gauge,15,microsecond,,Average read I/O latency for disk in microseconds,-1,logicinsight_nutanix_core,disk stats avg read io latency usecs,,
logicinsight.pe.disk_stats_avg_write_io_latency_usecs,gauge,15,microsecond,,Average write I/O latency for disk in microseconds,-1,logicinsight_nutanix_core,disk stats avg write io latency usecs,,
logicinsight.pe.disk_stats_controller_avg_io_latency_usecs,gauge,15,microsecond,,Controller-side average I/O latency in microseconds,-1,logicinsight_nutanix_core,disk stats controller avg io latency usecs,,
logicinsight.pe.disk_stats_controller_avg_read_io_latency_usecs,gauge,15,microsecond,,Controller-side average read I/O latency in microseconds,-1,logicinsight_nutanix_core,disk stats controller avg read io latency usecs,,
logicinsight.pe.disk_stats_controller_avg_read_io_size_kbytes,gauge,15,kibibyte,,Controller-side average read I/O size in kibibytes,1,logicinsight_nutanix_core,disk stats controller avg read io size kbytes,,
logicinsight.pe.disk_stats_controller_avg_write_io_latency_usecs,gauge,15,microsecond,,Controller-side average write I/O latency in microseconds,-1,logicinsight_nutanix_core,disk stats controller avg write io latency usecs,,
logicinsight.pe.disk_stats_controller_avg_write_io_size_kbytes,gauge,15,kibibyte,,Controller-side average write I/O size in kibibytes,1,logicinsight_nutanix_core,disk stats controller avg write io size kbytes,,
logicinsight.pe.disk_stats_controller_io_bandwidth_kBps,gauge,15,kibibyte,second,Controller-side I/O bandwidth in kilobytes per second,1,logicinsight_nutanix_core,disk stats controller io bandwidth kBps,,
